03/04/2021	3696
03/03/2021	3881
03/02/2021	4130
03/01/2021	4303
02/26/2021	4092
02/25/2021	4041
02/24/2021	4197
02/23/2021	4151
02/22/2021	4328
02/19/2021	4571
02/18/2021	4582
02/17/2021	4689
02/12/2021	4892
02/11/2021	4935
02/10/2021	4978
02/09/2021	4835
02/08/2021	4923
02/05/2021	4969
02/04/2021	4925
02/03/2021	4869
02/02/2021	4911
02/01/2021	4870
01/29/2021	4550
01/28/2021	4714
01/27/2021	4511
01/26/2021	4600
01/25/2021	4794
01/22/2021	4996
01/21/2021	4909
01/20/2021	4949
01/19/2021	4817
01/18/2021	4759
01/15/2021	4656
01/14/2021	4668
01/13/2021	4550
01/12/2021	4604
01/11/2021	4463
01/08/2021	4265
01/07/2021	3994
01/06/2021	3947
01/05/2021	4095
01/04/2021	4055
12/30/2020	4088
12/29/2020	3962
12/28/2020	3990
12/23/2020	4018
12/22/2020	4045
12/21/2020	3991
12/18/2020	4072
12/17/2020	3997
12/16/2020	3928
12/15/2020	3967
12/14/2020	3847
12/11/2020	3804
12/10/2020	3725
12/09/2020	3626
12/04/2020	3753
12/03/2020	3777
12/02/2020	3726
12/01/2020	3811
11/30/2020	3858
11/27/2020	3796
11/26/2020	3698
11/25/2020	3703
11/24/2020	3606
11/20/2020	3634
11/19/2020	3493
11/18/2020	3313
11/17/2020	3262
11/16/2020	3167
11/13/2020	3203
11/12/2020	3238
11/11/2020	3269
11/10/2020	3122
11/09/2020	3399
11/06/2020	3704
11/05/2020	3686
11/04/2020	3331
11/03/2020	3197
11/02/2020	3040
10/30/2020	3116
10/29/2020	3484
10/28/2020	3370
10/27/2020	3537
10/26/2020	3563
10/23/2020	4022
10/22/2020	3978
10/21/2020	116437
10/20/2020	114808
10/19/2020	106599
10/16/2020	107987
10/15/2020	106940
10/14/2020	102610
10/13/2020	100897
10/09/2020	92822
10/08/2020	88398
10/07/2020	86463
10/06/2020	82750
10/05/2020	82914
10/02/2020	81191
10/01/2020	81876
09/30/2020	79042
09/29/2020	79621
09/28/2020	79282
09/25/2020	77133
09/24/2020	74457
09/23/2020	76649
09/22/2020	77142
09/21/2020	70518
09/18/2020	67867
09/17/2020	63695
09/16/2020	66444
09/15/2020	66934
09/14/2020	67881
09/11/2020	66867
09/10/2020	66998
09/09/2020	67104
09/08/2020	63098
09/07/2020	68600
09/04/2020	68023
09/03/2020	67365
09/02/2020	75266
09/01/2020	76893
08/31/2020	75168
08/28/2020	74971
08/27/2020	75653
08/26/2020	78476
08/25/2020	80017
08/24/2020	80606
08/21/2020	81222
08/20/2020	81815
08/19/2020	79931
08/18/2020	78191
08/14/2020	73491
08/13/2020	75200
08/12/2020	72222
08/11/2020	71583
08/10/2020	72777
08/07/2020	76297
08/06/2020	75484
08/05/2020	74838
08/04/2020	70989
08/03/2020	72486
07/31/2020	70071
07/30/2020	67556
07/29/2020	64870
07/28/2020	62545
07/27/2020	62875
07/24/2020	58060
07/23/2020	57500
07/22/2020	59725
07/21/2020	60658
07/20/2020	61562
07/17/2020	57359
07/16/2020	55113
07/15/2020	55594
07/14/2020	55774
07/13/2020	55303
07/08/2020	55710
07/07/2020	55627
07/06/2020	53951
07/03/2020	55750
07/02/2020	54947
07/01/2020	53084
06/30/2020	52040
06/29/2020	51749
06/26/2020	52940
06/25/2020	52875
06/24/2020	52415
06/23/2020	53736
06/22/2020	55300
06/19/2020	53900
06/18/2020	51143
06/17/2020	51010
06/16/2020	52992
06/12/2020	50125
06/11/2020	49164
06/10/2020	52000
06/09/2020	50772
06/08/2020	49995
06/05/2020	51615
06/04/2020	49007
06/03/2020	49514
06/02/2020	49800
06/01/2020	48826
05/29/2020	48762
05/28/2020	47300
05/27/2020	45930
05/26/2020	48000
05/22/2020	48439
05/21/2020	48550
05/20/2020	49265
05/19/2020	47802
05/18/2020	47538
